state,program,Investment Type,Investment Dollars,Number of Investments
Indiana,Single Family Housing,Loan Funds - Guaranteed,"368,585",2
Indiana,Multifamily Housing,Grant Funds,"68,214",1
Indiana,Single Family Housing,Loan Funds - Direct,"371,025",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"181,717",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"303,030",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"712,110",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"276,767",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"522,221",2
Indiana,Business Programs,Grant Funds,"14,369",1
Indiana,Multifamily Housing,Grant Funds,"42,829",9
Indiana,Multifamily Housing,Grant Funds,"6,072",1
Indiana,Multifamily Housing,Grant Funds,"4,512",1
Indiana,Multifamily Housing,Grant Funds,"5,592",1
Indiana,Multifamily Housing,Grant Funds,"41,061",1
Indiana,Multifamily Housing,Grant Funds,"93,822",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"147,138",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"176,767",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"72,727",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"242,323",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"161,616",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"153,535",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"558,078",3
Indiana,Single Family Housing,Loan Funds - Guaranteed,"94,949",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"116,666",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"136,363",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"737,827",6
Indiana,Single Family Housing,Loan Funds - Guaranteed,"146,464",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"219,318",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"155,050",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"462,921",4
Indiana,Single Family Housing,Loan Funds - Guaranteed,"125,959",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"543,684",5
Indiana,Single Family Housing,Loan Funds - Guaranteed,"76,767",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"104,040",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"125,252",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"90,909",1
Indiana,Single Family Housing,Loan Funds - Direct,"8,825",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"232,323",1
Indiana,Multifamily Housing,Grant Funds,"79,146",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"319,696",2
Indiana,Multifamily Housing,Grant Funds,"51,676",1
Indiana,Multifamily Housing,Grant Funds,"81,846",1
Indiana,Multifamily Housing,Grant Funds,"16,512",6
Indiana,Multifamily Housing,Grant Funds,"4,656",1
Indiana,Single Family Housing,Loan Funds - Direct,"23,980",1
Indiana,Single Family Housing,Loan Funds - Direct,"314,051",1
Indiana,Single Family Housing,Loan Funds - Direct,"190,000",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"356,059",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"171,616",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"274,241",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"180,808",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"90,303",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"80,303",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"990,048",6
Indiana,Single Family Housing,Loan Funds - Guaranteed,"282,727",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"136,262",1
Indiana,Single Family Housing,Loan Funds - Direct,625,1
Indiana,Single Family Housing,Loan Funds - Direct,"49,041",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"212,012",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"165,656",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"121,212",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"280,807",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"200,000",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"282,828",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"143,434",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"171,717",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"1,633,127",9
Indiana,Single Family Housing,Loan Funds - Guaranteed,"131,313",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"463,636",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"364,545",2
Indiana,Multifamily Housing,Grant Funds,"3,636",1
Indiana,Multifamily Housing,Grant Funds,"88,710",1
Indiana,Multifamily Housing,Grant Funds,"101,881",1
Indiana,Multifamily Housing,Grant Funds,"68,143",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"1,592,017",8
Indiana,Single Family Housing,Loan Funds - Guaranteed,"202,020",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"510,100",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"214,141",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"222,200",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"76,969",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"84,343",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"186,363",1
Indiana,Business Programs,Grant Funds,"62,000",1
Indiana,Business Programs,Grant Funds,"374,862",1
Indiana,Business Programs,Grant Funds,"343,750",1
Indiana,Business Programs,Grant Funds,"715,371",1
Indiana,Business Programs,Grant Funds,"497,750",1
Indiana,Multifamily Housing,Grant Funds,"89,522",1
Indiana,Multifamily Housing,Grant Funds,"7,608",2
Indiana,Multifamily Housing,Grant Funds,"68,938",1
Indiana,Multifamily Housing,Grant Funds,"155,823",1
Indiana,Multifamily Housing,Grant Funds,"91,431",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"96,389",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"494,947",4
Indiana,Single Family Housing,Loan Funds - Guaranteed,"122,929",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"85,858",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"161,615",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"97,979",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"143,939",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"263,130",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"302,319",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"121,212",1
Indiana,Business Programs,Grant Funds,"128,232",1
Indiana,Multifamily Housing,Grant Funds,"168,015",1
Indiana,Multifamily Housing,Grant Funds,"58,692",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"203,030",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"191,818",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"658,726",4
Indiana,Single Family Housing,Loan Funds - Guaranteed,"459,594",3
Indiana,Single Family Housing,Loan Funds - Guaranteed,"229,292",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"207,979",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"237,373",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"167,155",1
Indiana,Multifamily Housing,Grant Funds,"1,816",1
Indiana,Multifamily Housing,Grant Funds,"60,286",1
Indiana,Multifamily Housing,Grant Funds,"125,172",1
Indiana,Single Family Housing,Loan Funds - Direct,"58,175",1
Indiana,Single Family Housing,Loan Funds - Direct,"49,918",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"134,090",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"166,666",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"340,302",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"126,262",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"868,685",4
Indiana,Single Family Housing,Loan Funds - Guaranteed,"207,070",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"134,343",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"393,838",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"201,010",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"373,989",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"161,616",1
Indiana,Business Programs,Grant Funds,"816,360",1
Indiana,Multifamily Housing,Grant Funds,"158,612",1
Indiana,Single Family Housing,Loan Funds - Direct,"266,033",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"420,434",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"181,818",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"196,868",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"197,979",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"167,676",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"558,619",2
Indiana,Multifamily Housing,Grant Funds,"45,150",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"308,848",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"289,696",3
Indiana,Single Family Housing,Loan Funds - Guaranteed,"357,817",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"134,848",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"119,696",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"116,161",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"256,135",3
Indiana,Single Family Housing,Loan Funds - Guaranteed,"186,868",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"174,747",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"172,100",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"95,959",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"251,414",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"386,389",3
Indiana,Single Family Housing,Loan Funds - Guaranteed,"121,212",1
Indiana,Business Programs,Grant Funds,"64,737",1
Indiana,Business Programs,Grant Funds,"81,500",1
Indiana,Business Programs,Grant Funds,"99,800",1
Indiana,Multifamily Housing,Grant Funds,"56,586",1
Indiana,Multifamily Housing,Grant Funds,"20,154",1
Indiana,Single Family Housing,Loan Funds - Direct,"322,071",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"509,897",3
Indiana,Single Family Housing,Loan Funds - Guaranteed,"179,797",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"161,616",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"185,858",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"231,818",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"171,717",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"308,080",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"191,919",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"116,161",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"171,717",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"354,039",2
Indiana,Single Family Housing,Grant Funds,"10,000",1
Indiana,Multifamily Housing,Grant Funds,"8,076",1
Indiana,Multifamily Housing,Grant Funds,"16,656",2
Indiana,Multifamily Housing,Grant Funds,"26,226",6
Indiana,Multifamily Housing,Grant Funds,"5,160",1
Indiana,Single Family Housing,Loan Funds - Direct,"328,000",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"87,878",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"272,625",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"182,727",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"141,414",1
Indiana,Single Family Housing,Grant Funds,"4,262",1
Indiana,Single Family Housing,Grant Funds,"9,435",1
Indiana,Single Family Housing,Loan Funds - Direct,"22,758",1
Indiana,Single Family Housing,Loan Funds - Direct,"6,400",1
Indiana,Business Programs,Grant Funds,"151,312",1
Indiana,Business Programs,Grant Funds,"28,340",1
Indiana,Business Programs,Grant Funds,"99,250",1
Indiana,Business Programs,Grant Funds,"27,907",1
Indiana,Business Programs,Grant Funds,"84,902",1
Indiana,Multifamily Housing,Grant Funds,"97,430",1
Indiana,Multifamily Housing,Grant Funds,"73,012",1
Indiana,Multifamily Housing,Grant Funds,"94,955",1
Indiana,Multifamily Housing,Grant Funds,"179,281",1
Indiana,Multifamily Housing,Grant Funds,"4,884",1
Indiana,Multifamily Housing,Grant Funds,"11,172",2
Indiana,Multifamily Housing,Grant Funds,"189,774",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"217,609",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"361,615",2
Indiana,Multifamily Housing,Grant Funds,"93,684",1
Indiana,Multifamily Housing,Grant Funds,"88,475",1
Indiana,Multifamily Housing,Grant Funds,"60,860",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"193,823",1
Indiana,Multifamily Housing,Grant Funds,"199,079",1
Indiana,Multifamily Housing,Grant Funds,"38,016",9
Indiana,Multifamily Housing,Grant Funds,"57,655",13
Indiana,Multifamily Housing,Grant Funds,"34,164",6
Indiana,Multifamily Housing,Grant Funds,"64,830",1
Indiana,Multifamily Housing,Grant Funds,"23,354",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"83,107",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"786,867",4
Indiana,Single Family Housing,Loan Funds - Guaranteed,"134,343",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"314,241",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"158,585",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"949,492",6
Indiana,Single Family Housing,Loan Funds - Guaranteed,"94,949",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"563,635",3
Indiana,Single Family Housing,Loan Funds - Guaranteed,"93,545",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"191,818",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"95,960",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"147,474",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"333,737",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"536,766",3
Indiana,Single Family Housing,Loan Funds - Guaranteed,"192,929",1
Indiana,Single Family Housing,Grant Funds,"10,000",1
Indiana,Single Family Housing,Grant Funds,"29,823",3
Indiana,Single Family Housing,Grant Funds,"6,050",1
Indiana,Single Family Housing,Loan Funds - Direct,"3,116",1
Indiana,Multifamily Housing,Grant Funds,"4,884",1
Indiana,Multifamily Housing,Grant Funds,"7,800",1
Indiana,Single Family Housing,Loan Funds - Direct,"199,900",1
Indiana,Single Family Housing,Loan Funds - Direct,"265,000",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"237,373",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"151,414",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"227,272",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"268,686",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"1,224,542",7
Indiana,Single Family Housing,Loan Funds - Guaranteed,"179,292",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"357,676",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"641,211",3
Indiana,Single Family Housing,Loan Funds - Guaranteed,"464,646",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"863,129",5
Indiana,Single Family Housing,Loan Funds - Guaranteed,"272,726",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"1,226,980",4
Indiana,Business Programs,Grant Funds,"100,000",1
Indiana,Multifamily Housing,Grant Funds,"6,000",1
Indiana,Multifamily Housing,Grant Funds,"2,856",1
Indiana,Business Programs,Grant Funds,"63,180",1
Indiana,Multifamily Housing,Grant Funds,"54,768",1
Indiana,Multifamily Housing,Grant Funds,"262,771",1
Indiana,Multifamily Housing,Grant Funds,"193,140",1
Indiana,Single Family Housing,Loan Funds - Direct,"92,768",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"161,515",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"306,059",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"375,757",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"196,969",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"368,686",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"1,091,915",6
Indiana,Multifamily Housing,Grant Funds,"4,500",1
Indiana,Multifamily Housing,Grant Funds,"4,800",1
Indiana,Multifamily Housing,Grant Funds,"65,124",20
Indiana,Multifamily Housing,Grant Funds,"2,004",1
Indiana,Multifamily Housing,Grant Funds,"6,000",1
Indiana,Multifamily Housing,Grant Funds,"57,519",1
Indiana,Multifamily Housing,Grant Funds,"109,525",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"303,030",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"120,702",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"117,171",1
Indiana,Multifamily Housing,Grant Funds,"34,980",7
Indiana,Multifamily Housing,Grant Funds,"11,196",3
Indiana,Multifamily Housing,Grant Funds,"36,866",1
Indiana,Single Family Housing,Loan Funds - Direct,"76,000",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"161,515",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"218,181",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"223,595",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"239,393",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"174,747",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"227,272",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"352,928",3
Indiana,Single Family Housing,Loan Funds - Guaranteed,"139,393",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"116,161",1
Indiana,Business Programs,Grant Funds,"15,444",1
Indiana,Multifamily Housing,Grant Funds,"7,440",1
Indiana,Multifamily Housing,Grant Funds,"10,824",1
Indiana,Multifamily Housing,Grant Funds,"53,220",6
Indiana,Multifamily Housing,Grant Funds,"3,204",1
Indiana,Multifamily Housing,Grant Funds,"15,180",2
Indiana,Single Family Housing,Loan Funds - Direct,"217,500",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"237,272",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"124,848",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"239,393",1
Indiana,Multifamily Housing,Grant Funds,"185,188",1
Indiana,Multifamily Housing,Grant Funds,"188,433",1
Indiana,Multifamily Housing,Grant Funds,"77,292",11
Indiana,Multifamily Housing,Grant Funds,"74,225",1
Indiana,Multifamily Housing,Grant Funds,"112,345",1
Indiana,Multifamily Housing,Grant Funds,"21,862",1
Indiana,Multifamily Housing,Grant Funds,"6,948",1
Indiana,Multifamily Housing,Grant Funds,"169,365",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"141,313",1
Indiana,Single Family Housing,Loan Funds - Guaranteed,"298,989",2
Indiana,Single Family Housing,Loan Funds - Guaranteed,"637,776",4
